event_time,ifo,peak_time,peak_time_ns,start_time,start_time_ns,duration,search,process_id,event_id,peak_frequency,central_freq,bandwidth,channel,amplitude,snr,confidence,chisq,chisq_dof,param_one_name,param_one_value,gravityspy_id,label,sample_type,url1,url2,url3,url4
1132035800.63123,L1,1132035800,631225109,1132035800,609375000,0.0468799993395805,Omicron,0,10,1176.06372070312,3991.58178710938,7512.33251953125,GDS-CALIB_STRAIN,2.50016996120965e-21,19.1527690887451,0,0,0,phase,1.38401,xebPEuOW33,Whistle,test,https://panoptes-uploads.zooniverse.org/production/subject_location/865944e2-7ce1-4272-87c2-3474fb4536ab.png,https://panoptes-uploads.zooniverse.org/production/subject_location/f3cd4282-a317-4c4f-870a-596f4f3829c1.png,https://panoptes-uploads.zooniverse.org/production/subject_location/5a17a006-3bbd-43ce-a54b-1d75019aee58.png,https://panoptes-uploads.zooniverse.org/production/subject_location/85c7c8ac-835e-465c-affb-a47ce064e89c.png
1136547230.22656,L1,1136547230,226562023,1136547230,171875000,0.09375,Omicron,0,56,326.978759765625,325.483459472656,23.1798305511475,GDS-CALIB_STRAIN,5.59181010818264e-22,7.76542997360229,0,0,0,phase,-0.26669,xHswMS4pdR,Whistle,validation,https://panoptes-uploads.zooniverse.org/production/subject_location/a1b70291-a88f-4f92-ba60-76d5bbed5365.png,https://panoptes-uploads.zooniverse.org/production/subject_location/be1ca0af-25dd-4141-a579-923aea056232.png,https://panoptes-uploads.zooniverse.org/production/subject_location/07c8c5b3-af59-4872-bdd6-66c0180e15b6.png,https://panoptes-uploads.zooniverse.org/production/subject_location/e7c1f29b-a252-4b9a-8529-5dbf97d18614.png
1134150097.68408,L1,1134150097,684082031,1134150097,585937023,0.414059996604919,Omicron,0,59,1311.32482910156,3521.70239257812,7018.419921875,GDS-CALIB_STRAIN,1.20567998762816e-22,7.72833013534546,0,0,0,phase,2.66387,wFYPrEXOG8,Whistle,train,https://panoptes-uploads.zooniverse.org/production/subject_location/814e5f62-8373-4a9a-8a4e-ca78e428ea4a.png,https://panoptes-uploads.zooniverse.org/production/subject_location/1408ffbe-2af0-4766-bbe7-a9caae89d05f.png,https://panoptes-uploads.zooniverse.org/production/subject_location/44f57b79-f2ac-4e0e-b28a-78f3ac6241be.png,https://panoptes-uploads.zooniverse.org/production/subject_location/9f68a644-57b1-485d-8d61-719172c3a4f7.png
1135091905.55615,L1,1135091905,556152105,1135091905,361327886,0.30077999830246,Omicron,0,7,1834.61572265625,3610.70678710938,6973.99755859375,GDS-CALIB_STRAIN,1.83528994470648e-22,8.53015041351318,0,0,0,phase,-1.12437,w5Q7y5Q3GU,Whistle,validation,https://panoptes-uploads.zooniverse.org/production/subject_location/4702ab25-b8fd-4887-a380-9aad5b68be2e.png,https://panoptes-uploads.zooniverse.org/production/subject_location/4a548623-cb24-4b91-af3e-012ff5ed08af.png,https://panoptes-uploads.zooniverse.org/production/subject_location/f33d0f7c-b85d-494b-8a03-1924cd25b5df.png,https://panoptes-uploads.zooniverse.org/production/subject_location/aa2c0797-ee88-4b2b-abcc-e930fe1757d3.png
1134582194.79004,L1,1134582194,790039062,1134582194,320312023,1.42188000679016,Omicron,0,42,1226.16650390625,2559.2529296875,4120.40576171875,GDS-CALIB_STRAIN,1.15537994439186e-22,8.15122032165527,0,0,0,phase,-2.93481,vWBx2seVcM,Whistle,train,https://panoptes-uploads.zooniverse.org/production/subject_location/08ba1c79-20aa-4da2-8ef9-08b0d835b0bb.png,https://panoptes-uploads.zooniverse.org/production/subject_location/0eca1eb2-431d-46d0-8e47-8590d09fad36.png,https://panoptes-uploads.zooniverse.org/production/subject_location/b89d3ef5-7249-4246-a11e-d1e2a5d14b88.png,https://panoptes-uploads.zooniverse.org/production/subject_location/d878c0ec-629e-4f9b-9ebf-3152d129c6b8.png
1135079376.57617,L1,1135079376,576172113,1135079376,345702886,0.391600012779236,Omicron,0,98,799.644653320312,2080.451171875,3999.78759765625,GDS-CALIB_STRAIN,1.23390997465578e-22,12.2356004714966,0,0,0,phase,-1.61581,vUC3DNnxxx,Whistle,train,https://panoptes-uploads.zooniverse.org/production/subject_location/85353e4f-84ee-47c6-9dbf-8b0985d1921d.png,https://panoptes-uploads.zooniverse.org/production/subject_location/96369aec-6f02-488b-97fc-6bb97e09693c.png,https://panoptes-uploads.zooniverse.org/production/subject_location/3d0e2d13-dd13-42c1-aaa9-bc1a88cc63bf.png,https://panoptes-uploads.zooniverse.org/production/subject_location/3a2affac-4654-4f6f-b613-f6bbb4d7b625.png
1131949939.53369,H1,1131949939,533690929,1131949939,500000000,0.09375,Omicron,0,35,324.753936767578,1934.11865234375,3783.57373046875,GDS-CALIB_STRAIN,5.64939013850555e-22,19.0413398742676,0,0,0,phase,-1.77406,vSCZer8U3p,Blip,train,https://panoptes-uploads.zooniverse.org/production/subject_location/a319a54f-eb48-48a3-ac9f-fbb8b97afdb9.png,https://panoptes-uploads.zooniverse.org/production/subject_location/b5776a8b-0462-4c33-97df-cd4c836b471c.png,https://panoptes-uploads.zooniverse.org/production/subject_location/3c433f4d-7731-4c1f-aa59-b51cc7ed22bd.png,https://panoptes-uploads.zooniverse.org/production/subject_location/a5a4a1d3-53b5-4dcc-881b-f435e049347c.png
1135059491.08203,L1,1135059491,82031011,1135059490,861327886,0.498050004243851,Omicron,0,32,751.403686523438,1678.87927246094,3027.85327148438,GDS-CALIB_STRAIN,1.00470000153883e-22,10.3931703567505,0,0,0,phase,3.03984,uy76welEYp,Whistle,train,https://panoptes-uploads.zooniverse.org/production/subject_location/fcbc69ac-d8ac-45e8-b500-336993b9e693.png,https://panoptes-uploads.zooniverse.org/production/subject_location/484b06fc-d490-48a1-a3b5-cca1dd7a76ec.png,https://panoptes-uploads.zooniverse.org/production/subject_location/8d372e76-5b5f-47f5-84bc-39bbd56c1334.png,https://panoptes-uploads.zooniverse.org/production/subject_location/f8c9f573-2c16-4502-8ae2-7628b61fa606.png
1129364514.98633,L1,1129364514,986327886,1129364514,414062023,1.07519996166229,Omicron,0,9,1311.80541992188,1918.29467773438,3657.80029296875,GDS-CALIB_STRAIN,1.29499999424482e-22,8.36133003234863,0,0,0,phase,0.70773,ugZS9Tml1s,Whistle,train,https://panoptes-uploads.zooniverse.org/production/subject_location/acb4bafc-37f1-4f4b-ad20-74d41f084900.png,https://panoptes-uploads.zooniverse.org/production/subject_location/d520862f-372a-4215-a972-0f0070f806f0.png,https://panoptes-uploads.zooniverse.org/production/subject_location/1cd3d711-44e9-42ba-8e51-1c12bbc689c4.png,https://panoptes-uploads.zooniverse.org/production/subject_location/ffb2dcb9-2b84-4bf8-8a8c-4978644c5e00.png
1135095757.76172,L1,1135095757,761718034,1135095757,562500000,0.478520005941391,Omicron,0,64,1107.21350097656,2202.068359375,4204.48095703125,GDS-CALIB_STRAIN,1.43261002651128e-22,10.3947496414185,0,0,0,phase,2.29281,trLIDfUdzB,Whistle,train,https://panoptes-uploads.zooniverse.org/production/subject_location/7ae9ed20-75b5-45a9-bae6-37fd19c19ce7.png,https://panoptes-uploads.zooniverse.org/production/subject_location/5e388023-ef6d-42b4-aeda-9d82dc9ded74.png,https://panoptes-uploads.zooniverse.org/production/subject_location/8534e8c9-8bf8-41a6-acc1-50695caf67e4.png,https://panoptes-uploads.zooniverse.org/production/subject_location/e2e07de1-7a15-4349-9821-e6ea5f77e801.png
1129367240.57373,L1,1129367240,573729991,1129367240,374022960,0.290039986371994,Omicron,0,107,1616.62377929688,2058.43823242188,3710.18041992188,GDS-CALIB_STRAIN,1.5860500358995e-22,8.06952953338623,0,0,0,phase,0.74097,tjwsrHmiPh,Whistle,train,https://panoptes-uploads.zooniverse.org/production/subject_location/dbc61aee-2978-41b9-a609-4e1ba7e699f5.png,https://panoptes-uploads.zooniverse.org/production/subject_location/ac400486-f0ad-4d63-9300-903353719d7f.png,https://panoptes-uploads.zooniverse.org/production/subject_location/eaec4793-85bd-4b24-87e9-3dd8f5be2e08.png,https://panoptes-uploads.zooniverse.org/production/subject_location/6ab20802-fb37-4908-9772-af9cb6bcdfcf.png
1163850760.01758,L1,1163850760,17577886,1163850759,968750000,0.125,OMICRON,0,163,1540.77734375,1837.25708007812,2711.09765625,GDS-CALIB_STRAIN,5.16796991128353e-22,13.6570596694946,0,0,0,phase,-2.30207,msSTHcULv9,Violin_Mode,train,https://panoptes-uploads.zooniverse.org/production/subject_location/b8c5da87-67b5-4ed9-b6fd-65bb2b916179.png,https://panoptes-uploads.zooniverse.org/production/subject_location/cca146ea-47e4-4ee4-b6c3-6b8a3d2d893b.png,https://panoptes-uploads.zooniverse.org/production/subject_location/663f27b5-1757-4261-922b-9c43b6b0be30.png,https://panoptes-uploads.zooniverse.org/production/subject_location/8953dc2d-ae15-4dae-9d74-e5dd110ecdfb.png
1163795679.7207,L1,1163795679,720702886,1163795679,695312023,0.0703099966049194,OMICRON,0,300,1526.27355957031,1820.57250976562,2607.00756835938,GDS-CALIB_STRAIN,2.86670008229849e-22,9.00298976898193,0,0,0,phase,1.99281,mR2gNstPwo,Violin_Mode,test,https://panoptes-uploads.zooniverse.org/production/subject_location/17c78e1e-7a51-44a7-9f60-3b00ee8c70a3.png,https://panoptes-uploads.zooniverse.org/production/subject_location/db5741ab-ec56-47f8-a31a-e33e8cc43feb.png,https://panoptes-uploads.zooniverse.org/production/subject_location/3de62dbe-7afd-489f-9daa-08daee846c90.png,https://panoptes-uploads.zooniverse.org/production/subject_location/595ebb96-03a4-4b68-b8c4-840f524f701d.png
1129075267.56934,H1,1129075267,569335937,1129075267,437500000,0.375,Omicron,0,155,149.414138793945,364.821655273438,665.643310546875,GDS-CALIB_STRAIN,3.61146000260305e-22,48.6848106384277,0,0,0,phase,0.15126,vPHbnVojbS,Blip,validation,https://panoptes-uploads.zooniverse.org/production/subject_location/c1e452b5-91f9-40cd-9069-f67e067a0e1d.png,https://panoptes-uploads.zooniverse.org/production/subject_location/d7ab8cf4-58cf-4557-b70d-ebca977f2134.png,https://panoptes-uploads.zooniverse.org/production/subject_location/edcb1bb4-979c-4c4e-86ba-f93ee0b90a76.png,https://panoptes-uploads.zooniverse.org/production/subject_location/b2dce551-980e-4727-ab83-fc3b1cc736e7.png
1163829885.20898,L1,1163829885,208983898,1163829885,44922113,0.189449995756149,OMICRON,0,477,1540.77734375,1050.46118164062,1074.81677246094,GDS-CALIB_STRAIN,2.3321199701777e-22,7.50779008865356,0,0,0,phase,0.97362,mGsouCFsjY,Violin_Mode,train,https://panoptes-uploads.zooniverse.org/production/subject_location/9298a5e2-f731-47e3-8322-7c4ed83247d7.png,https://panoptes-uploads.zooniverse.org/production/subject_location/2369b6ec-8f49-4f81-a174-cfdd2d2cb1fb.png,https://panoptes-uploads.zooniverse.org/production/subject_location/05b23c80-55d5-43ef-95df-a6d3b2dd743a.png,https://panoptes-uploads.zooniverse.org/production/subject_location/14f30975-64a4-43c6-ae46-a31c5a93e80f.png
1163511913.01367,L1,1163511913,13672113,1163511912,984375000,0.09375,OMICRON,0,823,1540.77734375,1506.55126953125,1969.681640625,GDS-CALIB_STRAIN,1.75125000500951e-22,7.875,0,0,0,phase,-0.94921,mEACLgYNHd,Violin_Mode,validation,https://panoptes-uploads.zooniverse.org/production/subject_location/26cd9717-a242-4381-b412-71d5ecc6693d.png,https://panoptes-uploads.zooniverse.org/production/subject_location/aae363e6-ff31-44cf-9be0-cb4cdecab5f5.png,https://panoptes-uploads.zooniverse.org/production/subject_location/93602bee-87b6-42d9-91b8-d827966efa44.png,https://panoptes-uploads.zooniverse.org/production/subject_location/4be00ffb-8418-4f50-b529-eb8c299e8971.png
1163841789.93945,L1,1163841789,939452886,1163841789,890625000,0.09375,OMICRON,0,263,1540.77734375,1296.29345703125,1558.44946289062,GDS-CALIB_STRAIN,2.71703007073076e-22,7.93520021438599,0,0,0,phase,0.61271,lyGwCzbaiN,Violin_Mode,train,https://panoptes-uploads.zooniverse.org/production/subject_location/5faf8509-92d8-474e-bbbe-81eb3a2985e2.png,https://panoptes-uploads.zooniverse.org/production/subject_location/acd0273d-83cb-4d2d-b01b-c0a4ba186d50.png,https://panoptes-uploads.zooniverse.org/production/subject_location/c1fe452a-6228-4bd5-9663-a446d4f78a33.png,https://panoptes-uploads.zooniverse.org/production/subject_location/2f43181c-a1c3-4dbf-8641-e5f5a0b0b3ac.png
1163844303.11133,L1,1163844303,111327886,1163844303,89843034,0.0664099976420403,OMICRON,0,389,1540.77734375,2590.87890625,4138.3369140625,GDS-CALIB_STRAIN,3.17181002342136e-22,8.67788982391357,0,0,0,phase,0.64682,loHWNGitoM,Violin_Mode,train,https://panoptes-uploads.zooniverse.org/production/subject_location/06c1ac05-a152-4b23-8c52-8ca5c279f804.png,https://panoptes-uploads.zooniverse.org/production/subject_location/d228d232-c734-4e8d-aa13-ffa7a62438a2.png,https://panoptes-uploads.zooniverse.org/production/subject_location/c077de0b-62e4-4a04-abaa-44c176e71aeb.png,https://panoptes-uploads.zooniverse.org/production/subject_location/c60cc934-90ae-48fb-aee1-8c8c9926a3d6.png
1133205347.96289,H1,1133205347,962889909,1133205347,875000000,0.1875,Omicron,0,0,58.396369934082,159.648132324219,264.164154052734,GDS-CALIB_STRAIN,1.47324996940305e-21,12.9388999938965,0,0,0,phase,-3.07739,vOmOCaDIka,Blip,test,https://panoptes-uploads.zooniverse.org/production/subject_location/7fe21c50-24e7-4f47-bce4-47a0c1570434.png,https://panoptes-uploads.zooniverse.org/production/subject_location/f5d8c5a1-c8e2-4f59-ad48-af3ef75b86ec.png,https://panoptes-uploads.zooniverse.org/production/subject_location/b8cb834c-6225-4880-8791-f4ab54b15371.png,https://panoptes-uploads.zooniverse.org/production/subject_location/c48a45d0-3c79-4caf-bd4b-bb1cefc31d1f.png
1163853619.61133,L1,1163853619,611327886,1163853619,562500000,0.101559996604919,OMICRON,0,414,1540.77734375,2611.41064453125,4259.40478515625,GDS-CALIB_STRAIN,4.03207987996043e-22,9.97603034973145,0,0,0,phase,0.86215,lizGRI1DY5,Violin_Mode,train,https://panoptes-uploads.zooniverse.org/production/subject_location/539e2d43-4223-4dae-90b9-ef82a662db54.png,https://panoptes-uploads.zooniverse.org/production/subject_location/fa1af540-ebf5-40f9-b98c-982ab32880a0.png,https://panoptes-uploads.zooniverse.org/production/subject_location/ccbdf91e-ec3e-4254-94b9-fa8aab5becbd.png,https://panoptes-uploads.zooniverse.org/production/subject_location/448ed28e-48c3-4a2e-aa22-8eb1da2d2ff5.png
1163770956.72461,L1,1163770956,724608898,1163770956,695312023,0.0703099966049194,OMICRON,0,494,1540.77734375,1546.41625976562,1058.2041015625,GDS-CALIB_STRAIN,2.68550012076442e-22,9.90657043457031,0,0,0,phase,1.86096,kyPwfOvhzI,Violin_Mode,train,https://panoptes-uploads.zooniverse.org/production/subject_location/5c16a06f-633a-45a2-9dcb-591bdbe1c9b2.png,https://panoptes-uploads.zooniverse.org/production/subject_location/48b77507-d6a1-4219-9fdf-8ac05b5e60f6.png,https://panoptes-uploads.zooniverse.org/production/subject_location/fe40bae7-9711-4e58-b15d-25663aaf4641.png,https://panoptes-uploads.zooniverse.org/production/subject_location/09262031-d552-4d50-bd96-032fcc5edb9d.png
1163846633.60742,L1,1163846633,607422113,1163846633,562500000,0.09375,OMICRON,0,813,1540.77734375,1837.25708007812,2711.09765625,GDS-CALIB_STRAIN,4.02923998070163e-22,11.8891201019287,0,0,0,phase,-2.84957,kZg6rTdYS7,Violin_Mode,train,https://panoptes-uploads.zooniverse.org/production/subject_location/ec8694c1-747c-490a-b97c-267477faac6f.png,https://panoptes-uploads.zooniverse.org/production/subject_location/7f70c275-b21b-4d87-904a-bc9a22bac26f.png,https://panoptes-uploads.zooniverse.org/production/subject_location/4c4a0248-7202-4154-a60e-157bc1df4650.png,https://panoptes-uploads.zooniverse.org/production/subject_location/c0fec2fe-7619-4165-b682-363e80272f45.png
1163828671.44726,L1,1163828671,447264909,1163828671,414062023,0.101559996604919,OMICRON,0,1508,1540.77734375,1268.84448242188,1574.2724609375,GDS-CALIB_STRAIN,3.00995999947702e-22,9.84506034851074,0,0,0,phase,1.39175,kY46GoCunh,Violin_Mode,train,https://panoptes-uploads.zooniverse.org/production/subject_location/03faed35-c02e-478d-8669-20cad6c88bd3.png,https://panoptes-uploads.zooniverse.org/production/subject_location/272b0f9a-9933-4783-9262-58410bdea387.png,https://panoptes-uploads.zooniverse.org/production/subject_location/6c01c3ec-827e-4c19-a8de-9c9a73c24c97.png,https://panoptes-uploads.zooniverse.org/production/subject_location/ccd9c1fc-4de6-40c5-9d4f-5f30cbe7dfd8.png
1132991595.31543,H1,1132991595,315428972,1132991595,250000000,0.1875,Omicron,0,33,137.711486816406,245.163589477539,405.66357421875,GDS-CALIB_STRAIN,1.03071000776141e-22,12.0002403259277,0,0,0,phase,-0.5809,vEktLLy1nE,Blip,test,https://panoptes-uploads.zooniverse.org/production/subject_location/aa6ab79d-991a-478a-9767-43219be1e21a.png,https://panoptes-uploads.zooniverse.org/production/subject_location/58899e34-343c-46e2-8404-32af51fae048.png,https://panoptes-uploads.zooniverse.org/production/subject_location/02dc603f-9266-42a5-baf5-25b95eb493ab.png,https://panoptes-uploads.zooniverse.org/production/subject_location/93920494-32ec-4c0e-a74c-8b74a78b2d98.png
1163834946.29883,L1,1163834946,298827886,1163834946,257812023,0.0859400033950806,OMICRON,0,8,1540.77734375,1296.15881347656,1558.71875,GDS-CALIB_STRAIN,2.93086994107926e-22,9.75771999359131,0,0,0,phase,-1.36517,kVF2ECna8n,Violin_Mode,train,https://panoptes-uploads.zooniverse.org/production/subject_location/f36001fd-c8bf-4a0e-adb0-4e8bbe6206f7.png,https://panoptes-uploads.zooniverse.org/production/subject_location/07775828-2928-4d92-95e7-446a787b2612.png,https://panoptes-uploads.zooniverse.org/production/subject_location/b86b90d6-66df-4e31-a24f-c2e4dd4d434a.png,https://panoptes-uploads.zooniverse.org/production/subject_location/b9cb37df-0ebf-489f-962c-c49f588f4b69.png
1163772896.68359,L1,1163772896,683593034,1163772896,656250000,0.0625,OMICRON,0,979,1025.92785644531,1275.78454589844,624.170227050781,GDS-CALIB_STRAIN,3.66713010601111e-22,8.60776042938232,0,0,0,phase,-2.47253,kKEyyQQ0Oa,Violin_Mode,validation,https://panoptes-uploads.zooniverse.org/production/subject_location/3fa3edf5-e825-440d-8b51-8265793b1277.png,https://panoptes-uploads.zooniverse.org/production/subject_location/33b3cb57-b066-4aac-8fd3-41262265492f.png,https://panoptes-uploads.zooniverse.org/production/subject_location/510bc17e-3651-4c13-9f53-e2c8f32a39f0.png,https://panoptes-uploads.zooniverse.org/production/subject_location/3906a473-9af6-4da9-bde5-4331e714c834.png
1163848541.21289,L1,1163848541,212889909,1163848541,181639909,0.0527400001883507,OMICRON,0,27,1540.77734375,1022.25012207031,1081.08361816406,GDS-CALIB_STRAIN,2.85011002191733e-22,7.90617990493774,0,0,0,phase,-0.13708,jsm1CL1GkS,Violin_Mode,train,https://panoptes-uploads.zooniverse.org/production/subject_location/19fbf0a1-7ede-4114-b0f5-86daeca0f573.png,https://panoptes-uploads.zooniverse.org/production/subject_location/215659f8-63b0-4938-bcf8-8822e9281c71.png,https://panoptes-uploads.zooniverse.org/production/subject_location/b9076b57-1061-4cce-9345-bf0118e7a66f.png,https://panoptes-uploads.zooniverse.org/production/subject_location/67a5bdfd-56b2-4fe0-aa85-e1f32301e6d0.png
1163769229.89453,L1,1163769229,894531011,1163769229,859375000,0.09375,OMICRON,0,1603,1035.67687988281,1071.58129882812,1101.57775878906,GDS-CALIB_STRAIN,1.97920000948865e-22,7.94040012359619,0,0,0,phase,-2.25463,jeVftGIj4f,Violin_Mode,train,https://panoptes-uploads.zooniverse.org/production/subject_location/deeab2de-a85e-4288-a3fd-c78a8db0ff71.png,https://panoptes-uploads.zooniverse.org/production/subject_location/e324ead6-4e98-40d9-95b0-985bc37941f4.png,https://panoptes-uploads.zooniverse.org/production/subject_location/b460d9aa-029b-451e-8133-26487f0a6276.png,https://panoptes-uploads.zooniverse.org/production/subject_location/899e46a3-1010-4ab6-882d-ee111fe64dda.png
